source,model,model_label,model_family,target,model_params,train_split,train_n,usable_n,row_type,feature,feature_label,feature_mean_train,feature_std_train,coefficient_scaled,coefficient_raw_scale,intercept_scaled_space,intercept_raw_scale,direction,coefficient_unit,note
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_issue_partial_completion,部分完工爭點,0.962637362637,0.189648808833,0.030139357369,0.158921943957,,,raise reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_issue_used_by_owner,業主已使用成果爭點,0.452747252747,0.497762169994,-0.0187817181632,-0.0377323133324,,,lower reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_ai_issue_owner_fault,AI 提示：業主可歸責,0.67032967033,0.470093398598,-0.00182236396498,-0.00387659977871,,,lower reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,0.736263736264,0.440657970456,0.08866981064,0.201221392973,,,raise reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_ai_issue_extension_request,AI 提示：展延申請,0.483516483516,0.49972821982,0.00537406099096,0.0107539674123,,,raise reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,0.613186813187,0.487020271981,0.077293561918,0.158707073124,,,raise reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_ai_issue_partial_completion,AI 提示：部分完工,0.962637362637,0.189648808833,0.030139357369,0.158921943957,,,raise reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.452747252747,0.497762169994,-0.0187817181633,-0.0377323133324,,,lower reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_money_candidate_count,AI 候選金額數,26.1934065934,10.0330202326,0.0170254357429,0.00169694023815,,,raise reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,logistic_regression_l2,Logistic Regression,classification,is_reduced=1,C=100.0; solver=lbfgs; max_iter=5000,2021-2023,455,824,feature,x_delay_candidate_count,AI 候選天數數,8.81978021978,4.48225364676,0.00138542653285,0.000309091506648,,,raise reduction probability,log-odds per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,intercept,intercept,intercept,,,,,0.663237789278,1.21132669045,baseline,remaining_ratio per 1 standard deviation,intercept_scaled_space applies after StandardScaler; intercept_raw_scale applies to raw input features
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_log_contract_price,契約總價(log),14.6684988481,4.88083009187,-0.0369230696211,-0.007564915993,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_log_claimed_penalty,主張違約金(log),15.5068774339,1.80012353242,-0.0384141604159,-0.0213397357037,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_claim_to_contract_ratio,主張違約金/契約總價,215.950453387,3935.14474356,-0.00888933846971,-2.25896099102e-06,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_delay_days,逾期天數,120.776470588,186.778004529,0.00447615895083,2.39651288818e-05,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_penalty_per_delay_day,每日違約金,2245541.96148,30434697.3334,-0.0238200149379,-7.82659826609e-10,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_issue_owner_fault,業主可歸責爭點,0.694117647059,0.460780141825,0.00110824120451,0.00240514098573,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_issue_contractor_fault,承包商可歸責爭點,0.745882352941,0.435364064332,-0.0118260525169,-0.0271635936121,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_issue_extension_request,展延申請爭點,0.498823529412,0.499998615915,0.018583855826,0.0371678145388,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_issue_actual_damage_unclear,實際損害不明爭點,0.602352941176,0.489411764706,-0.000678601845268,-0.00138656627038,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_issue_partial_completion,部分完工爭點,0.978823529412,0.143972315678,-0.00836418504471,-0.0580957874111,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_issue_used_by_owner,業主已使用成果爭點,0.465882352941,0.498834628067,0.00866020097613,0.0173608656835,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_ai_issue_owner_fault,AI 提示：業主可歸責,0.694117647059,0.460780141825,0.00110824120452,0.00240514098575,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,0.745882352941,0.435364064332,-0.0118260525169,-0.0271635936122,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_ai_issue_extension_request,AI 提示：展延申請,0.498823529412,0.499998615915,0.018583855826,0.0371678145388,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,0.602352941176,0.489411764706,-0.000678601845271,-0.00138656627038,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_ai_issue_partial_completion,AI 提示：部分完工,0.978823529412,0.143972315678,-0.00836418504475,-0.0580957874114,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.465882352941,0.498834628067,0.00866020097618,0.0173608656835,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_money_candidate_count,AI 候選金額數,27.6917647059,8.33964608876,0.016393439969,0.00196572370032,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,ridge_regression_l2,Ridge Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.05,2021-2023,425,765,feature,x_delay_candidate_count,AI 候選天數數,9.13411764706,4.251326518,-0.0288411128799,-0.00678402676383,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,intercept,intercept,intercept,,,,,0.663237789278,1.0909215482,baseline,remaining_ratio per 1 standard deviation,intercept_scaled_space applies after StandardScaler; intercept_raw_scale applies to raw input features
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_log_contract_price,契約總價(log),14.6684988481,4.88083009187,-0.0213618193645,-0.0043766775246,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_log_claimed_penalty,主張違約金(log),15.5068774339,1.80012353242,-0.0317840630632,-0.0176566010559,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_claim_to_contract_ratio,主張違約金/契約總價,215.950453387,3935.14474356,-0,-0,,,near zero,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_delay_days,逾期天數,120.776470588,186.778004529,-0,-0,,,near zero,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_penalty_per_delay_day,每日違約金,2245541.96148,30434697.3334,-0.0160174700823,-5.26289777319e-10,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_issue_owner_fault,業主可歸責爭點,0.694117647059,0.460780141825,0,0,,,near zero,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_issue_contractor_fault,承包商可歸責爭點,0.745882352941,0.435364064332,-0.0131662421597,-0.0302419130065,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_issue_extension_request,展延申請爭點,0.498823529412,0.499998615915,0.00798565585307,0.0159713559176,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_issue_actual_damage_unclear,實際損害不明爭點,0.602352941176,0.489411764706,-0,-0,,,near zero,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_issue_partial_completion,部分完工爭點,0.978823529412,0.143972315678,-0.00935029625082,-0.0649450986934,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_issue_used_by_owner,業主已使用成果爭點,0.465882352941,0.498834628067,0.00564763135789,0.0113216505834,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_ai_issue_owner_fault,AI 提示：業主可歸責,0.694117647059,0.460780141825,0,0,,,near zero,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_ai_issue_contractor_fault,AI 提示：承包商可歸責,0.745882352941,0.435364064332,-0.000473230744438,-0.00108697704567,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_ai_issue_extension_request,AI 提示：展延申請,0.498823529412,0.499998615915,0.00207508510508,0.00415018169856,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_ai_issue_actual_damage_unclear,AI 提示：實際損害不明,0.602352941176,0.489411764706,-0,-0,,,near zero,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_ai_issue_partial_completion,AI 提示：部分完工,0.978823529412,0.143972315678,-0.000292006830817,-0.00202821514291,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_ai_issue_used_by_owner,AI 提示：業主已使用成果,0.465882352941,0.498834628067,0.000244067352371,0.000489275079633,,,raise allowed ratio / lower reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_money_candidate_count,AI 候選金額數,27.6917647059,8.33964608876,0,0,,,near zero,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,lasso_regression_l1,Lasso Regression,ratio_regression,remaining_ratio=allowed_penalty/claimed_penalty,alpha=0.01; max_iter=10000,2021-2023,425,765,feature,x_delay_candidate_count,AI 候選天數數,9.13411764706,4.251326518,-0.00703772675545,-0.00165541901467,,,lower allowed ratio / raise reduction,remaining_ratio per 1 standard deviation,feature coefficient from Streamlit live training pipeline
06_交付物\ai_rag_annotation_expanded_824\annotation_workbook_ai_assumed.csv,mean_baseline,Mean baseline,ratio_baseline,remaining_ratio=allowed_penalty/claimed_penalty,train mean only,2021-2023,425,765,intercept,intercept,training mean remaining_ratio,,,,,0.663237789278,0.663237789278,fixed training mean allowed ratio,remaining_ratio,baseline has no feature coefficients
