query_JID,query_title,similar_rank,similar_JID,similarity_score,similar_decision_year,similar_court,similar_title,shared_terms,similar_matched_strong_reduction_terms,similar_json_file,similar_reduction_snippet,similar_delay_snippet
"TCDV,107,建,70,20220317,4",給付工程款,1,"TYDV,109,建,32,20220408,1",0.9601,2022,臺灣桃園地方法院民事,給付工程款,過高;展延;工期;逾期;逾期違約金;違約金;遲延;酌減;可歸責;工程款;承攬;變更設計,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202204/臺灣桃園地方法院民事/TYDV,109,建,32,20220408,1.json","入之展延天數21.5天+被告應展延卻未展延之天數10.5日＝ 122日），原告實際於「B760體育館工區」使用工期為254天，故就「B760體育館工區」逾期天數應為132天。 ⒋再者，被告依系爭契約第18條以每日1%計算逾期違約金，未 審酌被告是否實際受有損害，有失公平，應依公共工程慣例 調降至1‰，請准依民法第252條規定酌減，以維公允。 ㈡工期展延增生與時間關聯費用395萬7,252元： 舉凡因天候因素、屋頂曝曬工程、營區演訓道路管制等不可 歸責於伊之事由，卻妨礙伊進場施作而必須展延工期所衍生 之必要費用，依系爭契約之約定，應由被告負擔。因工期展 延增生與時間關聯之必要費用即系爭工程每日管理費用為5 萬4,573元【","日 （即106年6月5日）起30日曆天内完成，並提送被告審查； 「工程之施工」應於決標日起80工作天完工。系爭工程之契 約總價金為3,914萬元，嗣因變更設計而增加375萬元工程款 ，故於106年12月29日辦理第一次變更設計，變更設計後之 契約總價金修正為4,289萬元。詎系爭工程竣工後，被告就 逾期違約金之計算有誤，致於工程尾款溢扣逾期違約金507 萬2,569元；且漏未給付諸如變更設計、配合戰演訓道路管 制而無法入場施作等因工期展延增生與時間關聯費用395萬7 ,252元；另被告給付工程款未依核定後之細部設計詳細價目 表計價，致短少工程款128萬9,617元。茲將被告應給付之工 程款各項明細說明如下："
"TCDV,107,建,70,20220317,4",給付工程款,2,"TPDV,111,建,314,20250826,1",0.959,2025,臺灣臺北地方法院民事,給付工程款等,過高;展延;工期;逾期;逾期違約金;違約金;可歸責;工程款;變更設計;酌減;承攬;遲延,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202508/臺灣臺北地方法院民事/TPDV,111,建,314,20250826,1.json",6條之規定相符，應予准許。 貳、實體方面 一、原告主張： ㈠原告承攬被告臺南佳里佳里興郵局新建工程（下稱系爭工程 ），兩造於109年4月17日簽訂工程採購契約（下稱系爭契約 ），約定109年7月22日開工，工期為360日曆天，契約總價 新臺幣（下同）2998萬元。系爭工程於基礎開挖階段遭遇地 下水位過高之情形，須抽、降水始能開挖，另須進行鄰房安 全鑑定作業，均非原契約範圍之工作，經被告與設計監造單 位吳泓錡建築師事務所（下稱設計監造單位或逕稱監造單位 ）會勘，決議進行地下水降水作業並納入變更設計，並於10 9年7月27日起召開施工協調會研商，設計監造單位續於109 年9月14日提出第一次變更設計初步預算資料,狀、股份有限公司變更登記表在卷為憑（見 本院卷㈢第37-41頁），核與民事訴訟法第175條第1項、第17 6條之規定相符，應予准許。 貳、實體方面 一、原告主張： ㈠原告承攬被告臺南佳里佳里興郵局新建工程（下稱系爭工程 ），兩造於109年4月17日簽訂工程採購契約（下稱系爭契約 ），約定109年7月22日開工，工期為360日曆天，契約總價 新臺幣（下同）2998萬元。系爭工程於基礎開挖階段遭遇地 下水位過高之情形，須抽、降水始能開挖，另須進行鄰房安 全鑑定作業，均非原契約範圍之工作，經被告與設計監造單 位吳泓錡建築師事務所（下稱設計監造單位或逕稱監造單位 ）會勘，決議進行地下水降水作業並納入變更設計，並於10
"TCDV,107,建,70,20220317,4",給付工程款,3,"TPHV,109,建上,85,20250422,1",0.9542,2025,臺灣高等法院民事,給付工程款,展延;工期;逾期;逾期違約金;過高;違約金;遲延;酌減;可歸責;驗收;變更設計;工程款,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202504/臺灣高等法院民事/TPHV,109,建上,85,20250422,1.json","天為由，依 系爭契約第17條第1項約定對伊有逾期違約金債權新臺幣（ 下同）1億5,149萬8,826元，於108年6月17日逕自應給付伊 之工程款扣抵，並開立繳款書收據予伊。然系爭工程施工期 間有如附表一所示不可歸責於伊之展延或免計工期事由，伊 並無逾期。又縱認伊之履約仍有遲延，然違約金之約定顯屬 過高，應予酌減，其得一部請求被上訴人返還伊不當扣款1 億4,679萬2,515元。爰依民法第179條前段及系爭契約規定 ，求為判命被上訴人給付1億4,679萬2,515元，及自108年6 月18日起至清償日止，按年息5%計算之利息等語。 二、被上訴人則以：上訴人雖於106年8月18日申報竣工，然因其 施作瑕疵甚多如附表二",日曆天須先 完成初步沉澱池、生物處理池及二次沉澱池於標單總表中大 地工程、結構工程之工作項目，開工日起600日曆天內完成 全部工程，且國定假日、民俗節日、全國性選舉投票日及各 級主管機關臨時公布放假、星期日等均免計履約期日。伊依 約於103年10月11日申報開工，原定竣工日為105年9月30日 ，施工期間因被上訴人已核定展延工期69天，故預定竣工日 展延至106年2月2日。嗣伊於106年8月18日申報竣工，並經 被上訴人確認在案，於同年9月18日辦理初驗，於108年3月1 5日驗收合格。惟被上訴人以系爭工程施工及初驗、部分驗 收、驗收（合稱系爭驗收）之逾期日數超過200天為由，依 系爭契約第17條第1項約定
"TCDV,107,建,70,20220317,4",給付工程款,4,"TPHV,109,建上,50,20230117,1",0.9538,2023,臺灣高等法院民事,給付工程款,過高;展延;工期;逾期;逾期違約金;違約金;遲延;可歸責;工程款;承攬;酌減;驗收,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202301/臺灣高等法院民事/TPHV,109,建上,50,20230117,1.json",初驗後尚應進行複驗程序，複驗後還有交屋予 客戶之正驗（正式驗收）程序，階段不同，上訴人以其交屋 予買受人之日作為被上訴人初驗缺失改善完畢之日，亦有可 議，礙難採信，從而上訴人主張被上訴人遲誤15B初驗缺失 改善期間，應計逾期罰款7421萬5680元，為無理由。 ㈧被上訴人辯稱前揭逾期罰款（逾期違約金）約定金額過高， 應予酌減，是否有理？金額應為若干？ ⒈按約定之違約金過高者，法院得減至相當之數額，民法第252 條定有明文，此項核減，法院得以職權為之，亦得由債務人 訴請法院核減，且不論懲罰性違約金或損害賠償額預定性違 約金均有適用。至於當事人約定之違約金是否過高，須依一 般客觀事實，社會經濟狀況，當事人所受損害情形,168萬元。伊已施作完畢，並經新北市政府工務局於106年9 月15日核發使用執照，暨依上訴人指示辦理驗收、缺失改善 及交屋等程序完畢，詎上訴人竟未依約給付系爭主工程款32 70萬4395元，爰依系爭契約第6條約定及民法第490條、第50 5條等規定，請求上訴人如數給付。又伊施作過程中，兩造 已合意展延工期82日（其中包含自104年5月3日起至105年10 月31日期間之星期日均不計工期而展延），且因上訴人委託 之建築師設計有誤，致1樓開放空間之景觀植栽區域與消防 救災空間圖面重疊（衝突），有另行展延工期16日之必要， 再自105年11月1日至106年10月29日之星期日計49日亦應不 計工期而展延，則計入上開
"TCDV,107,建,70,20220317,4",給付工程款,5,"TCHV,108,建上更一,25,20220614,1",0.9502,2022,臺灣高等法院臺中分院民事,給付工程款等,酌減;展延;工期;逾期;逾期違約金;過高;違約金;遲延;可歸責;承攬;變更設計;驗收,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202206/臺灣高等法院臺中分院民事/TCHV,108,建上更一,25,20220614,1.json","展延工期132工作天至98年8月19日預定完工日，樺園公司於 98年9月26日竣工，並於99年2月5日驗收合格，工程結算金 額爲9,992萬7,796元。 ㈡樺園公司依行政院公共工程委員會（下稱公程會）鑑定結果 ，於系爭工程固有逾期25工作天，水利署並未受有實際損害 ，且系爭工程已發揮防洪功能，兩造約定之逾期違約金過高 ，應予酌減50%爲124萬9,098元（計算式：99,927,796元×1/ 1000×25日×1/2＝1,249,098元），惟水利署結算驗收時，依 台灣世曦工程顧問股份有限公司（下稱監造單位）之審查意 見，認定系爭工程逾期44工作天，並自樺園公司應受領之工 程款中扣罰439萬6,823元，而溢扣工程款3",、反訴訴訟費用由經濟部水利署負擔。 事實及理由 甲、程序方面： 按在第二審提起反訴，非經他造同意，不得為之。但就同一 訴訟標的有提起反訴之利益者，不在此限，民事訴訟法第44 6條第2項第2款定有明文。經查，樺園營造股份有限公司（ 下稱樺園公司）起訴請求經濟部水利署（下稱水利署）給付 逾扣之工程款及展延工期所增加支出之費用。水利署則否認 其有逾扣工程款情事，並抗辯樺園公司經展延工期後仍逾期 遲延完工。水利署於本院審理中反訴主張樺園公司已給付之 逾期違約金尚有不足，而請求給付其餘違約金，樺園公司不 同意水利署提起反訴。惟審酌反訴標的與樺園公司於本訴所 主張之工程款債權或不當得利債權存否攸關，應認就同一訴
"KSHV,109,建上,33,20220316,1",給付工程款,1,"CYDV,110,建,32,20211124,1",0.9488,2021,臺灣嘉義地方法院民事,給付工程款,工期;逾期;逾期違約金;違約金;展延;酌減;過高;驗收;工程款;issue_partial_completion;民法第252條;遲延,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202111/臺灣嘉義地方法院民事/CYDV,110,建,32,20211124,1.json","有相關項目如稅捐、利潤或管理費等另列一式計價者， 該一式計價項目之金額，應隨上述減價金頌及違約金合 計金額與該一式有關項目契約金額之比率減少之。但契 約已訂明不適用比率增減條件，或其性質與比率增減無 關者，不在此限」（本院卷第53頁）。是被告依上開約 定自得酌減工程款。 ⑷級配壓實部分按本工程詳細價目表項次壹、一8：基地路 堤築碎石級配回填，壓實：每M3單價955元。不符項目 標的之契約單價30% (955x30% = 287元/M3)。不符數量 202M3。級配壓實部分之減價金額= 287x202=57,974元 。淤積清除部分按本","28，由原告負擔百分之72。 本判決第一項原告勝訴部分得假執行。但被告以165,905元為原 告預供擔保，得免為假執行。 原告其餘假執行之聲請駁回。 事實及理由 一、原告起訴主張： （一）原告承攬被告「新店養殖區道路改善工程（第一期）」（ 下稱系爭工程），契約價金為2千萬元。系爭工程於108年 2月12日開工，工期150日，預定竣工日期為108年7月11日 。系爭工程履約期間，開工後因以下雨天候因素，應展延 工期，惟被告僅就給予展延部分工期，並認定原告逾期16 日，課予逾期違約金317,943元。因系爭工程如經再展延 合理工期，即無逾期可言，而不得課予逾期違約金。又被 告片面認定「Ok+255〜Ok"
"KSHV,109,建上,33,20220316,1",給付工程款,2,"TPHV,111,建上,56,20230913,1",0.9473,2023,臺灣高等法院民事,給付工程款,過高;工期;逾期;違約金;酌減;逾期違約金;展延;驗收;工程款;issue_partial_completion;可歸責;遲延,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202309/臺灣高等法院民事/TPHV,111,建上,56,20230913,1.json","工程逾期完工149 日，認伊應給付違約金共172萬3,716元，經抵扣系爭工程尾 款後，已無工程款得以請求。然系爭工程逾期係因被上訴人 要求不得於週間施工、梅雨季節無法施工及被上訴人要求停 工等不可歸責予伊之事由所致，扣除各該日數後，伊並未逾 期完工，被上訴人不得請求逾期違約金。縱得請求，金額亦 屬過高，應予酌減。又被上訴人要求停工期間，伊所訂購之 水泥硬化無法使用，依系爭契約第4條第8項第5款約定「契 約履約期間，有下列情形之一（且非可歸責於廠商，致增加 廠商履約成本者，廠商為完成契約標的所需增加之必要費用 ，由機關負擔）...5.機關要求全部或部分暫停執行（停工 ）...，應由被上訴人負擔」，被上訴人應","，第二審程序訴之變更或追加，非經他造同意不得為之 ；但請求之基礎事實同一、擴張或減縮應受判決事項之聲明 者，不在此限，民事訴訟法第446條第1項、第255條第1項第 2款、第3款分別定有明文。查本件上訴人於原審請求被上訴 人應給付積欠工程款新臺幣（下同）196萬5,609元，及自起 訴狀繕本送達翌日起算之法定遲延利息。嗣於本院請求被上 訴人給付194萬4,716元本息（見本院卷第116、280頁），核 屬減縮起訴之聲明，依據前揭規定，應予准許，合先敘明。 貳、實體方面： 一、本件上訴人主張：伊於108年10月30日承攬被上訴人之金山 大樓10樓頂板結構修復工程（下稱頂板修復工程）及屋頂防 水工程(下與頂板修復工程合稱系爭工"
"KSHV,109,建上,33,20220316,1",給付工程款,3,"TPDV,109,建,376,20210528,1",0.9443,2021,臺灣臺北地方法院民事,給付工程款,酌減;過高;展延;逾期;逾期違約金;違約金;工期;工程款;驗收;民法第252條;issue_partial_completion;第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202105/臺灣臺北地方法院民事/TPDV,109,建,376,20210528,1.json","次6 「北棟二樓左右側電梯廳裝修及機電工程」及項次7「北棟 二樓綺麗珊瑚廁所修改工程」等工程，原告並未逾期，縱有 逾期亦不可歸責原告，被告不得扣罰逾期違約金。況縱認原 告得扣罰逾期違約金，被告扣罰逾期違約金之比例為百分之 1、千分之3、千分之5不等，均較政府採購契約範本所定扣 罰比例千分之1為高，依民法第252條規定亦應予以酌減，故 被告至多僅得扣罰逾期違約金2,071,571元，原告至少仍得 請求被告給付7,995,354元，為此，爰依民法第490條、第50 5條規定提起訴訟，並聲明：㈠被告應給付原告10,066,925元 ，及自起訴狀繕本送達被告翌日起至清償日止，按年息5%計 算之利息。㈡原告願供擔保，請准宣告假","工程款 未給付，嗣兩造於108年2月13日達成結算協議，確認修繕費 用為7,996,065元，自被告未付款中扣除，則被告尚積欠原 告工程款10,066,925元，原告既已完成交付前述工程，自得 依民法第490條、第505條規定請求被告給付未付之工程款10 ,066,925元。被告雖主張以附表「被告抗辯」欄所示逾期違 約金抵銷，然附表項次1「使照隔間與他項工程（西北棟） 」部分，逾期違約金為878,746元，原告不爭執；附表項次2 「西棟電影院及挑空區室內裝修工程」部分，依驗收紀錄原 告僅逾期1.5日，逾期違約金僅為660,000元；附表項次4「 北棟二樓綺麗珊瑚含B、C挑空區室內裝修工程、機電工程」 部分，"
"KSHV,109,建上,33,20220316,1",給付工程款,4,"TCHV,112,建上,55,20240918,1",0.942,2024,臺灣高等法院臺中分院民事,變更設計展延工期管理費及損害賠償等,過高;酌減;展延;工期;逾期;逾期違約金;違約金;工程款;驗收;遲延;民法第252條;issue_partial_completion,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202409/臺灣高等法院臺中分院民事/TCHV,112,建上,55,20240918,1.json",之管銷費用，及因未辦理驗收致未能起計保固 期等，均增加伊之費用及負擔，被上訴人無疑將長達400天 以上等候開工期間之成本及不可預見之風險，全數轉嫁予伊 承擔，顯失公平，並有違誠信。再被上訴人之營收損失應扣 除相關成本之淨利計算。系爭契約有關逾期違約金之數額， 雖已定有工程結算總價20%之上限，但衡諸上情，仍屬過高 ，應按工程結算總價10%計算即2267萬2761元，始為合理。 爰依民法第179條規定，請求被上訴人返還不當扣款之違約 金2267萬2761元。 二、依「變電所土建設計施工統包工程採購投標須知」（下稱系 爭工程投標須知）第6條第1項規定，伊每個月得按實際完工 進度請求估驗付款，已於104年4月9日請領第1,臺灣高等法院臺中分院民事判決 112年度建上字第55號 上 訴 人 彰億營造工程有限公司 法定代理人 許家銘 訴訟代理人 莊惠祺律師 被上訴人 台灣電力股份有限公司輸變電工程處中區施工處 法定代理人 吳世鴻 訴訟代理人 林易佑律師 上列當事人間請求變更設計展延工期管理費及損害賠償等事件， 上訴人對於中華民國112年8月15日臺灣臺中地方法院108年度建 字第142號第一審判決提起上訴，本院於113年8月28日言詞辯論 終結，判決如下： 主 文 上訴駁回。 第二審訴訟費用由上訴人負擔。 事實及理由 甲、程序方面： 壹、按當事人法定代理人代理權消滅者，訴訟程序在有法定代理 人
"KSHV,109,建上,33,20220316,1",給付工程款,5,"TPHV,110,建上,64,20220622,1",0.9419,2022,臺灣高等法院民事,給付工程款,酌減;工期;逾期;逾期違約金;過高;違約金;展延;工程款;驗收;民法第252條;issue_partial_completion;第252條,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202206/臺灣高等法院民事/TPHV,110,建上,64,20220622,1.json","與他案工程施作之施工介面重疊無法作業，應免計工期 2日，106年12月6、8、9、12、23、25、27日因施工現場落 石情形嚴重，影響施工人員安全，應免計工期7日。106年6 月2、3、10日累計降雨量逾50豪米以上，有高度落石崩塌危 險，應免計工期3日。 ⒉就剩餘逾期22.5日違約金150萬7,275元，請求依民法第252條 規定，酌減89萬8,973元。 ㈢綜上所述，依承攬法律關係請求被上訴人給付承攬報酬，聲 明：被上訴人應給付上訴人547萬6,118元（即3,773,265＋1, 702,853），其中17萬9,679元自民事擴張聲明暨準備八狀繕 本送達翌日起至清償日止，其餘自起訴狀繕本送達翌日起至 清償日止，按年息5%","，故以原 契約單價1,435元計算，伊實作數量為2,445平方公尺，本項 金額為350萬8,575元，扣除被上訴人已付153萬570元，應再 給付197萬8,005元。 ⒌綜上，被上訴人應給付工程款共359萬3,586元（未稅），加 計5%營業稅17萬9,679元，共377萬3,265元。 ㈡被上訴人不當扣除逾期完工34.5日之違約金170萬2,853元， 茲分述如下： ⒈免計工期12日逾期工程款80萬3,880元：106年9月20、21日因 發生與他案工程施作之施工介面重疊無法作業，應免計工期 2日，106年12月6、8、9、12、23、25、27日因施工現場落 石情形嚴重，影響施工人員安全，應免計工期7日。106年6"
"HLHV,109,建上,6,20220413,1",給付違約金等,1,"TCDV,110,建,70,20251128,1",0.9493,2025,臺灣臺中地方法院民事,給付承攬報酬等,過高;展延;逾期;逾期違約金;違約金;遲延;酌減;工期;可歸責;承攬;變更設計;驗收,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202511/臺灣臺中地方法院民事/TCDV,110,建,70,20251128,1.json",百分之32【計 算式：（143＋51）/600=0.32】，對於原告之工班、材料、 動線、機具調度均產生巨大影響，惟原告仍戮力配合被告各 項需求，使同時期施工之機電工程能如期、如質發揮使用目 的性，使本件主體工程即淨水廠於汛期前已可投入運作（於 被告認定逾期期間已在運作），請求鈞院斟酌上情，依民法 第252條職權酌減原告之違約金。再者，淨水廠於108年1月1 6日順利通水，可見系爭工程功能已具備，縱有微小部分瑕 疵，應僅屬缺失範疇，不影響系爭工程正常使用，此由另標 機電廠商政東水電工程有限公司（下稱政東公司）施工日誌 亦記載「試車中」，可認應屬政府採購法施行細則第99條及 系爭契約第15條㈧之部分完工而先行使用，,㈡原告願供擔 保請准宣告假執行」（見本院卷一第13頁）。嗣原告於110 年9月27日以民事準備一暨更正聲明狀，就上開請求給付136 1萬6378元部分之利息起算日變更為108年7月25日（見本院 卷一第387頁）。最終於114年8月29日以民事辯論意旨狀聲 明：「㈠被告應給付原告1999萬7629元，及其中（遲延扣款 ）1361萬6378元自108年7月25日起至清償日止，按年息百分 之5計算之法定利息。其中（情事變更管理費）470萬1713元 自起訴狀繕本送達翌日起至清償日止，按年息百分之5計算 之法定利息。其中（情事變更管理費追加差額）167萬9538 元自民事辯論意旨狀繕本送達翌日起至清償日止，按年息百
"HLHV,109,建上,6,20220413,1",給付違約金等,2,"TCDV,107,建,70,20220317,4",0.9456,2022,臺灣臺中地方法院民事,給付工程款,過高;展延;逾期;逾期違約金;違約金;遲延;工期;酌減;可歸責;工程款;承攬;變更設計,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202203/臺灣臺中地方法院民事/TCDV,107,建,70,20220317,4.json","星合約屬定型化契約，工程有諸多二次施工、變更設 計係在取得使用執照後，致原告無法在期限內完成初驗及缺 失改善，違約金約定有重大不利益，被告亦未給予原告磋商 變更條款，對原告顯失公平，依民法第247條之1規定即屬無 效（最高法院104年度台上字第472號判決意旨）。 ⒊被告主張1億997萬7,357元逾期違約金，亦屬過高，應適用民 法第252條予以酌減。 二、國美天藏工程： ㈠兩造於103 年7 月4 日簽立工程合約書（下稱國美天藏合約 ），由原告承攬被告「臺中市西區土庫段11樓之集合住宅新 建工程」（下稱國美天藏工程，原證10），被告以「國美天 藏」為名對外行銷，兩造陸續簽立「1 樓景觀平頂套管」追 加減合約及9 次",司（下稱環霖公司）安裝「排煙 設備進風10HP×2排風10HP×2」而受有損失98萬元部分，此非 原告應施作範圍，不用負責（被證6-1、6-2、20-1至20-4） 。另被告因遲未成立管理委員會衍生之支出費用及清潔費等 （被證55），原告並無可歸責，亦不需負責。 ㈤違約金部分： ⒈米蘭雙星工程因歷次變更設計影響工期，原告向被告請求延 展工期（如附表二），被告雖拒絕，但依實務見解，即便原 告未依合約期限申請延展工期，亦不生失權效果。如附表二 所示之各項事由，有些工項不在原工程範圍，確實有延期必 要；取得使用執照應以取得使用執照為準，非以領得使用執 照（附表三編號1）；附表三編號2，此段期間非可歸責於原 告事由，
"HLHV,109,建上,6,20220413,1",給付違約金等,3,"TYDV,109,建,32,20220408,1",0.9454,2022,臺灣桃園地方法院民事,給付工程款,過高;展延;逾期;逾期違約金;違約金;遲延;工期;可歸責;工程款;承攬;變更設計;酌減,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202204/臺灣桃園地方法院民事/TYDV,109,建,32,20220408,1.json","入之展延天數21.5天+被告應展延卻未展延之天數10.5日＝ 122日），原告實際於「B760體育館工區」使用工期為254天，故就「B760體育館工區」逾期天數應為132天。 ⒋再者，被告依系爭契約第18條以每日1%計算逾期違約金，未 審酌被告是否實際受有損害，有失公平，應依公共工程慣例 調降至1‰，請准依民法第252條規定酌減，以維公允。 ㈡工期展延增生與時間關聯費用395萬7,252元： 舉凡因天候因素、屋頂曝曬工程、營區演訓道路管制等不可 歸責於伊之事由，卻妨礙伊進場施作而必須展延工期所衍生 之必要費用，依系爭契約之約定，應由被告負擔。因工期展 延增生與時間關聯之必要費用即系爭工程每日管理費用為5 萬4,573元【","日 （即106年6月5日）起30日曆天内完成，並提送被告審查； 「工程之施工」應於決標日起80工作天完工。系爭工程之契 約總價金為3,914萬元，嗣因變更設計而增加375萬元工程款 ，故於106年12月29日辦理第一次變更設計，變更設計後之 契約總價金修正為4,289萬元。詎系爭工程竣工後，被告就 逾期違約金之計算有誤，致於工程尾款溢扣逾期違約金507 萬2,569元；且漏未給付諸如變更設計、配合戰演訓道路管 制而無法入場施作等因工期展延增生與時間關聯費用395萬7 ,252元；另被告給付工程款未依核定後之細部設計詳細價目 表計價，致短少工程款128萬9,617元。茲將被告應給付之工 程款各項明細說明如下："
"HLHV,109,建上,6,20220413,1",給付違約金等,4,"TCHV,108,建上更一,25,20220614,1",0.9427,2022,臺灣高等法院臺中分院民事,給付工程款等,展延;逾期;逾期違約金;過高;違約金;遲延;酌減;工期;可歸責;承攬;變更設計;驗收,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202206/臺灣高等法院臺中分院民事/TCHV,108,建上更一,25,20220614,1.json","展延工期132工作天至98年8月19日預定完工日，樺園公司於 98年9月26日竣工，並於99年2月5日驗收合格，工程結算金 額爲9,992萬7,796元。 ㈡樺園公司依行政院公共工程委員會（下稱公程會）鑑定結果 ，於系爭工程固有逾期25工作天，水利署並未受有實際損害 ，且系爭工程已發揮防洪功能，兩造約定之逾期違約金過高 ，應予酌減50%爲124萬9,098元（計算式：99,927,796元×1/ 1000×25日×1/2＝1,249,098元），惟水利署結算驗收時，依 台灣世曦工程顧問股份有限公司（下稱監造單位）之審查意 見，認定系爭工程逾期44工作天，並自樺園公司應受領之工 程款中扣罰439萬6,823元，而溢扣工程款3",、反訴訴訟費用由經濟部水利署負擔。 事實及理由 甲、程序方面： 按在第二審提起反訴，非經他造同意，不得為之。但就同一 訴訟標的有提起反訴之利益者，不在此限，民事訴訟法第44 6條第2項第2款定有明文。經查，樺園營造股份有限公司（ 下稱樺園公司）起訴請求經濟部水利署（下稱水利署）給付 逾扣之工程款及展延工期所增加支出之費用。水利署則否認 其有逾扣工程款情事，並抗辯樺園公司經展延工期後仍逾期 遲延完工。水利署於本院審理中反訴主張樺園公司已給付之 逾期違約金尚有不足，而請求給付其餘違約金，樺園公司不 同意水利署提起反訴。惟審酌反訴標的與樺園公司於本訴所 主張之工程款債權或不當得利債權存否攸關，應認就同一訴
"HLHV,109,建上,6,20220413,1",給付違約金等,5,"KSDV,109,建,81,20260213,1",0.9418,2026,臺灣高雄地方法院民事,給付工程款,展延;逾期;逾期違約金;違約金;遲延;過高;工期;工程款;承攬;驗收;酌減;可歸責,民法第252條;酌減;第252條;過高,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202602/臺灣高雄地方法院民事/KSDV,109,建,81,20260213,1.json","額各為若干？ ㈤被告二人就施工逾期違約金14,819,081元(即台境公司被證2) 、改善逾期違約金71,000元(即被證37表格項次5、7至12、1 8、20所合計及被證37-1所列函文)、其他違約金46,000元等 項目，主張可自應給付原告之工程款內扣除，有無理由？若 可扣除則被告二人各得扣除之金額為何？是否有過高而得予 以減至相當之數額之必要？ ㈥台境公司辯稱：其為原告代購設備款項36,465,285元，因此 所衍生之利息2,267,506元債權得為抵銷抗辯，是否為有理 由？ ㈦台境公司辯稱：其對原告有代墊款6,167,388元債權得為抵銷 抗辯，是否有理由？ ㈧台境公司辯稱：非結構體部分保固期間(111年12月1","09年5月21日發給(更正前)工程結算驗收證明 書(下稱更正前驗收證明書)，被告二人即應給付工程款予原 告，台境公司亦應依約定將履約保證支票返還原告，詎台境 公司仍積欠原告工程款17,446,297元(計算式：合約金額000 00000元－已付工程款00000000元－代付設備款00000000元－細 部設計逾期違約金383450元－雜項支出519710元＝00000000元 )未給付，履約保證支票亦僅歸還其中3紙，尚有支票號碼BJ 0000000之履約保證支票1紙(下稱系爭履保支票)尚未返還； 久鼎公司則尚積欠原告工程款18,725,186元(計算式：合約 金額00000000元－已付工程款00000000元－代墊費用642"
